name,category,lat,lng
BHC치킨 청주성안점,치킨,36.6328927,127.4918219
본정케익 &초콜릿 도청점,카페,36.6343087,127.492388
철홍,중국요리,36.6328927,127.4918219
이데아,전통찻집,36.6328927,127.4918219
떡보의하루 청주점,"떡,한과",36.6328927,127.4918219
상당집,두부전문점,36.6635355,127.5423863
사슴집,한식,36.6639585,127.541594
송학정,오리,36.6645836,127.5412717
원조중원탑막국수 상당산성점,국수,36.6643434,127.5413264
홍대짬뽕,중국요리,36.6524039,127.5479234
옛길어죽,한식,36.65408240000001,127.5404399
더뷰,디저트카페,36.6642774,127.5415672
컵넛 청주상당산성점,카페,36.6644726,127.5410859
포레시안,카페,36.6538211,127.5464599
산성쭈꾸미,"해물,생선",36.6644146,127.5407932
화정식당,한식,36.6637496,127.542235
더비(The B)1,카페,36.6635735,127.5420829
장수장,닭요리,36.6632068,127.5429158
느티나무,한식,36.6638136,127.54337
연송,한식,36.66372250000001,127.5425106
좋아식당,"사철탕,영양탕",36.6268374,127.4990981
동읍리 탑동점,한식,36.6291081,127.4981426
빽다방 청주탑동점,커피전문점,36.6317436,127.4965499
탑동숯불생고기,"육류,고기",36.6278324,127.4955813
왕천파닭 탑동점,치킨,36.631706,127.5012534
가장맛있는치킨 탑동점,치킨,36.6317436,127.4965499
다온김밥 청주탑동점,분식,36.6308019,127.5007329
만남식당,한식,36.6254356,127.4971788
선비꼬마김밥 탑동점,분식,36.6331952,127.4984246
장호덕손만두 청주탑동점,분식,36.6331952,127.4984246
아이스크림스토리 탑동점,아이스크림,36.6331952,127.4984246
그집에가면,한식뷔페,36.625067,127.4972183
속리산산채순대,순대,36.6253812,127.4985454
용댕이매운탕,"매운탕,해물탕",36.6278519,127.4986937
송가네감자탕,감자탕,36.6252995,127.4982425
황미방앗간,한식,36.6243117,127.5205754
대구왕뽈때기,"해물,생선",36.6246077,127.5157745
청주횟집,회,36.6222019,127.5126233
산장화롯간,"육류,고기",36.6243117,127.5205754
길성이 본점,닭요리,36.629429,127.5205193
원조로얄야식닭발,닭요리,36.6212225,127.5116982
여울목,한정식,36.62788949999999,127.5147026
청년짬뽕,중식,36.6219222,127.5124081
호미골산삼백숙 청주본점,닭요리,36.6354436,127.5176267
용정진갈비,갈비,36.62295410000001,127.5137716
조은날,"육류,고기",36.6290862,127.5176289
공주칼국수,칼국수,36.6245171,127.5156489
용자1 용정점,국수,36.6248646,127.5162129
천리향,중국요리,36.6278843,127.5218504
마블스퀘어,"제과,베이커리",36.6214051,127.5119883
더대청호,카페,36.5113516,127.4994812
부부농장 문의시내점,삼겹살,36.5165435,127.5004178
성남집,"육류,고기",36.5208744,127.5137011
청남집,한식,36.51580149999999,127.4971543
마중가는길,한정식,36.5179911,127.4997232
호수식당,한식,36.5153407,127.4981112
경남옥,국수,36.5169858,127.4966182
경희식당,한식,36.5169813,127.5000684
대가짬뽕,중국요리,36.5371831,127.5037234
향기나무,커피전문점,36.5182796,127.4957014
청풍미가,한정식,36.5186177,127.4986492
고은당,카페,36.5388197,127.5031878
청남생선국수,국수,36.5142799,127.4982191
러브레이크,카페,36.5134696,127.4966901
참살이콩이야기 본점,두부전문점,36.5315433,127.502451
프레이밍,카페,36.64421,127.5575934
카페레오나,카페,36.6223898,127.6263133
일일일락,카페,36.5938229,127.6113082
호정,한정식,36.623329,127.626174
오소담,두부전문점,36.6307576,127.5965025
현암묵집,한식,36.6446577,127.5620983
할머니보리밥,한식,36.6310112,127.595361
그린파파야,커피전문점,36.6030279,127.620011
산수유피는마을,한식,36.6222645,127.6327716
숲속의둥지,한식,36.67768909999999,127.575715
선녀와나무꾼,두부전문점,36.6028488,127.620668
예그리나,커피전문점,36.6519106,127.5472442
꽃피는언덕,한식,36.6222479,127.6342262
삼덕정,갈비,36.6001323,127.6168558
낭성칼국수,칼국수,36.6225602,127.6078425
카페다경,카페,36.622088,127.7008263
초원식당,음식점,36.6367292,127.6575827
산넘어남촌에는,한식,36.6923459,127.6132748
미원산골마을빵,"제과,베이커리",36.6336596,127.6548094
왕서방,중국요리,36.6316823,127.6512794
대박수제왕돈까스,"돈까스,우동",36.6340208,127.6545907
청년칼국수,칼국수,36.6374041,127.6601655
솔내음,카페,36.6132243,127.6771984
이티성영토,한식,36.6977403,127.6060555
벤베누띠,카페,36.6319026,127.6506966
치킨카페,치킨,36.6096356,127.6838092
휴양림휴게소식당,한식,36.6001144,127.6868175
미원식당,한식,36.6314639,127.6542135
짜장타운,중국요리,36.6752933,127.7082288
삼일보신,한식,36.6312055,127.6535913
닭마을,닭요리,36.5678813,127.5678583
강촌곤드레,한식,36.5768937,127.575286
카페로코앤라뷰,카페,36.6086918,127.5629797
신대박부속구이 가덕본점,"육류,고기",36.5755692,127.5729586
산양골가든,"육류,고기",36.5978767,127.5683575
늘찬굴림만두전골,한식,36.5767033,127.5750286
라다크커피숍,카페,36.5723551,127.5699229
너나드리,전통찻집,36.5758775,127.5738371
마야카페,카페,36.5664687,127.5675243
해밀당,카페,36.5340964,127.5296716
여자만궁중칼국수,칼국수,36.534034,127.5048512
대장간이야기,카페,36.5482233,127.5113717
새터밥집,한식,36.5555399,127.5560453
대청 불고기,"불고기,두루치기",36.55337129999999,127.5471862
오만국시김밥,한식,36.5390818,127.5320228
시골집,"육류,고기",36.5897977,127.5097887
벌집식당,한식,36.5872843,127.5095241
꽃게주는보리밥 남일점,한식,36.5677876,127.5098464
남일순대,순대,36.5883567,127.5112282
카페어스,디저트카페,36.585984,127.5059065
옹골찬밥상,한식,36.5888484,127.5126853
에클로그,카페,36.5825561,127.5139348
피반령송어나라 남일직영점,회,36.5722387,127.5119932
오장동흥남집 청주점,냉면,36.5673797,127.5108097
엔트라포레,카페,36.56945899999999,127.4791795
사례월,카페,36.5727543,127.4805056
산더미오리하우스앤 벌교꼬막,한식,36.5891785,127.5081355
삼흥집,"육류,고기",36.5652595,127.5094101
디플라워,카페,36.5912485,127.5228071
한우일번지,"육류,고기",36.5623089,127.5111695
남들엄나무삼계탕,삼계탕,36.6215868,127.4884363
프랭크커핀바 청주모충점,카페,36.6256373,127.4866786
풍년한식뷔페,한식뷔페,36.6213749,127.4808332
메가MGC커피 청주모충점,커피전문점,36.6256373,127.4866786
남문갈매기 모충점,"육류,고기",36.626464,127.4797711
방방파닭닭발 모충점,치킨,36.6269414,127.472189
한가로이,카페,36.6210671,127.4908888
서해활어숙성횟집,회,36.622981,127.4894207
야래향양꼬치마라탕,중국요리,36.6219062,127.486703
커피프로젝트,카페,36.6226787,127.4863023
뚱이미니족발,"족발,보쌈",36.6221515,127.4864316
항아리손칼국수,칼국수,36.6289628,127.4741712
유명오리촌,오리,36.6236398,127.4896718
깻잎두마리치킨 서원대점,치킨,36.621307,127.4843639
명륜진사갈비 청주모충점,갈비,36.6246912,127.4881195
샷보로,일식,36.64532519999999,127.4809672
타볼라,이탈리안,36.633373,127.4809812
해호미,커피전문점,36.6359403,127.4816648
사직골 본점,감자탕,36.6358359,127.4825069
해란강식당,한식,36.6364313,127.4766392
삼덕한식뷔페,한식뷔페,36.6441324,127.4815191
제부도해물손칼국수,칼국수,36.6442243,127.4794678
곤드레남원추어탕,추어,36.6325908,127.4794011
우대본가,"해물,생선",36.6349556,127.4819848
장풍반점,중국요리,36.6408994,127.4759311
흥덕제과,"제과,베이커리",36.641654,127.4727283
고기에반하다,"육류,고기",36.6447807,127.48131
스타벅스 청주사직DT점,커피전문점,36.6358243,127.4812034
한양전집,한식,36.6369381,127.4765329
카레자유,일식,36.6356618,127.470927
코리아닭발,닭요리,36.632677,127.4600019
우주식탁,한식,36.6355052,127.4565414
육쌈냉면 충북대점,냉면,36.6322003,127.4570231
쪼르르,실내포장마차,36.6316618,127.460775
화이트스노우 충북대점,생과일전문점,36.6315455,127.4608161
북경탕수육 충북대점,중국요리,36.6343073,127.4647964
외계인피자 청주사창점,피자,36.6354579,127.4646563
너구리,"호프,요리주점",36.6326385,127.4576736
청춘김밥,한식,36.63340549999999,127.4643113
황궁쟁반짜장,중국요리,36.6316098,127.4599708
로얄삼겹살 청주본점,삼겹살,36.639723,127.4680851
카페마냐나,카페,36.6344033,127.4629143
사막의하얀꽃 중문점,칵테일바,36.6329466,127.4589587
대도영지한우,"육류,고기",36.6367349,127.4658645
최부짱,일본식주점,36.6355766,127.4585614
신대박부속구이 산남1호점,"육류,고기",36.6119455,127.4702771
긴자 충북청주점,일식집,36.6167868,127.4693527
소연재,한식,36.6014813,127.4758301
꽃게주는보리밥 산남점,한정식,36.61743060000001,127.4695161
블루체어라운지,커피전문점,36.60106409999999,127.4589131
정육식당 두릅소한우,"육류,고기",36.6088768,127.4759976
진원소우 청주산남점,"육류,고기",36.6083604,127.4758223
어촌별미 산남본점,"해물,생선",36.6117883,127.4669571
청주한우청우,"육류,고기",36.6065479,127.4715323
우설화 청주점,"육류,고기",36.6167868,127.4693527
쭈미쭈미 본점,"해물,생선",36.6083604,127.4758223
남도생갈비 산남점,갈비,36.6072496,127.4741008
천지연 청주점,갈비,36.6167868,127.4693527
버거킹 청주산남점,패스트푸드,36.611475,127.4690333
대청장어가 청주직영점,장어,36.6026602,127.4685831
성화옻닭,닭요리,36.61925069999999,127.4586116
뱃놈,회,36.6101645,127.4504255
섬진강민물장어,한식,36.6097025,127.4516528
메이린한수위,중국요리,36.606662,127.4466671
마실,한식,36.6195255,127.4570183
짬뽕하세 본점,중국요리,36.6161387,127.4482495
크랩파파,"게,대게",36.6195964,127.4573489
맷돌포두부,두부전문점,36.6111586,127.4473713
서울녹각삼계탕,한식,36.6069481,127.4470395
파스쿠찌 청주성화점(휴업중),커피전문점,36.6173882,127.4480103
카페하이,카페,36.610852,127.4498941
이디아 성화중앙지점,커피전문점,36.6171973,127.4494663
카페마레,카페,36.6139826,127.4502335
꽃마름 청주성화점,샤브샤브,36.6171599,127.4476922
라체나,이탈리안,36.6157315,127.4500862
정보한방삼계탕,삼계탕,36.6139795,127.4859666
진짜숯불왕소금구이,"육류,고기",36.6164966,127.4718826
청주 빙수와플,디저트카페,36.6206809,127.4838689
강서순대,순대,36.6174284,127.4796741
연게소문,갈비,36.6162405,127.4710571
명품한식부페,한식뷔페,36.6182337,127.4815975
일품각,중국요리,36.6154547,127.4722569
고박사해물탕,"매운탕,해물탕",36.6152239,127.486494
민들레야채곱창,"곱창,막창",36.6156054,127.4731772
연탄불에모든것을,"육류,고기",36.617168,127.4805334
중화요리양장피 탕수육 칠리새우전문점텐미미 수곡점,,36.620238,127.4871232
할머니보리밥집,한식,36.6133034,127.4865199
클레이포트,동남아음식,36.6189785,127.4826272
돈아돈아,"육류,고기",36.6168549,127.4798627
청주회맛집,회,36.6148073,127.472317
더스프링,양식,36.5911995,127.4775895
갤러리카페111,갤러리카페,36.590487,127.4779527
애드립레스토랑,이탈리안,36.5902656,127.47819
길림성,중국요리,36.5994801,127.4782511
카페알지,카페,36.5935075,127.4777336
청주잔치국수,국수,36.5952251,127.4812948
꽃향기카페,갤러리카페,36.5985169,127.4822062
행복가득밥상,도시락,36.5967543,127.4771088
산장식당,한식,36.5998439,127.4767873
황제장어갈비,장어,36.6030801,127.4866669
염소총각,"사철탕,영양탕",36.5966669,127.4728113
부자옛날손짜장,중국요리,36.595079,127.4867483
삼일보신 본점,"해물,생선",36.5948413,127.4854093
차봄,카페,36.594794,127.4858599
청주 대산보리밥,한식,36.6102004,127.4454343
그래도달,커피전문점,36.61251470000001,127.4448614
대추나무집 분점,"찌개,전골",36.608465,127.4408736
반도회수산,회,36.6127297,127.4450954
원조중원탑막국수 청주본점,국수,36.6055642,127.4404036
요스시 강서점,"초밥,롤",36.6104254,127.4448667
김가네더덕밥,한식,36.607895,127.4402014
우리베이커리,"제과,베이커리",36.607493,127.4406595
단풍나무석갈비,갈비,36.6075246,127.4413875
리정 가경죽림점,국밥,36.6117547,127.4443723
조기종의향미각,중국요리,36.6159279,127.4450594
죽림홍두깨,한식,36.6003621,127.4667145
강쇠낙지마을 청주본점,"해물,생선",36.6076956,127.4415419
소문난 도원아구찜해물탕,아구,36.6152344,127.4451307
신동궁감자탕뼈숯불구이 가경점,감자탕,36.6158232,127.4453206
청주본가 남청주IC점,갈비,36.5321583,127.4261768
최피디해물칼국수 본점,칼국수,36.5862121,127.4657846
푸릴리 청주서원점,"돈까스,우동",36.5992022,127.4656573
다게르,카페,36.5988899,127.456
삼화수산,장어,36.5948548,127.4412707
녹담,커피전문점,36.5750558,127.4567786
트리브링,디저트카페,36.5669735,127.4530552
푸르댕댕,애견카페,36.5903843,127.4064823
7000RPM카페,카페,36.6032657,127.4115397
카페목,카페,36.5851308,127.4661361
만나김치식당,"찌개,전골",36.5912866,127.4681831
교동면옥 청주죽림점,냉면,36.60458029999999,127.4410691
모리네집,애견카페,36.5949099,127.4382058
빛그리다,커피전문점,36.5739865,127.4567366
누리마루,"돈까스,우동",36.4550869,127.4458069
금호송어장,회,36.4591081,127.460403
송림가든,오리,36.4565213,127.4516839
향기원,한식,36.4509171,127.4514839
낙원식당,"매운탕,해물탕",36.4762845,127.4703233
금수장장어구이,장어,36.4580906,127.4283243
숯골진냉면,냉면,36.4571668,127.4523075
밥물꽃,한식,36.4549836,127.4430321
세모카페,카페,36.4541271,127.4415332
우연식당,회,36.4753511,127.4706573
해뜨는집,한정식,36.4549743,127.4467323
승호옻닭,닭요리,36.5009227,127.4121089
작품하나 4607,피자,36.451892,127.4515116
길성이 현도점,닭요리,36.4719797,127.4257774
참맛사랑,한식,36.514496,127.4305894
위스램,"육류,고기",36.6261666,127.4336649
효자집생고기,"육류,고기",36.6228786,127.4351095
명동닭한마리칼국수,닭요리,36.623512,127.4345463
쿠우쿠우 청주점,해산물뷔페,36.6267825,127.4319831
마장동참숯뒷고기,"육류,고기",36.6268106,127.4335439
오성당,분식,36.6276447,127.436278
원조남해숯불 막창꼼장어,"곱창,막창",36.6269579,127.4333176
스타벅스 청주터미널점,커피전문점,36.6267825,127.4319831
풍년골더덕생삼겹살,삼겹살,36.6286401,127.4316758
홍콩,중국요리,36.6261628,127.4346997
믹스레스토랑,양식,36.6251337,127.4369102
버거킹 청주터미널점,패스트푸드,36.6267825,127.4319831
어도횟집,회,36.6233854,127.4331015
짜글이전문점 진주식당,"찌개,전골",36.6237644,127.4342227
투썸플레이스 청주가경파크점,커피전문점,36.6187233,127.4323974
본궁석갈비,갈비,36.6155044,127.4221752
아메리카노라운지,카페,36.6253579,127.4279902
웅배스시 강서본점,"초밥,롤",36.626443,127.429274
복남이네꽁당보리밥,한식,36.6159917,127.4210642
빵장수단팥빵 청주점,"제과,베이커리",36.625087,127.4289545
한입두잎 가경점,샤브샤브,36.6159917,127.4210642
김가네모자김밥&카페,분식,36.6243822,127.428572
금성식당,갈비,36.6232361,127.4257952
표가네명품순두부 강서점,두부전문점,36.623845,127.4301284
설빙 청주가경터미널점,디저트카페,36.6253896,127.4296129
영칼로리 포케&샐러드 청주강서가경점,,36.6267413,127.4291308
24시전주명가콩나물국밥 청주점,국밥,36.6238247,127.4259948
한라산,"육류,고기",36.6235689,127.4258628
조선보리밥 가경점,한식,36.6159407,127.4228866
로지토라,일본식주점,36.6233934,127.428258
스시히어로,"초밥,롤",36.6423187,127.4262554
두꺼비식당,갈비,36.6334109,127.427833
바누아투과자점,"제과,베이커리",36.6394465,127.4313732
상무초밥 청주점,"초밥,롤",36.6423249,127.428061
스타벅스 청주지웰시티점,커피전문점,36.6438269,127.4251878
서호장어구이,장어,36.6370559,127.4351588
연암곱창 청주본점,"곱창,막창",36.64121069999999,127.4293885
봉이족발보쌈,"족발,보쌈",36.6355179,127.4275336
고산스시,"초밥,롤",36.6438269,127.4251878
삼대째손두부 본점,두부전문점,36.6381017,127.4319015
마산아구찜,아구,36.6344989,127.4291117
아웃백스테이크하우스 청주점,패밀리레스토랑,36.6438269,127.4251878
용자1,한식,36.63751269999999,127.4342666
고혼,"육류,고기",36.6385966,127.43591
진미가효 청주직영점,국밥,36.6415427,127.4297662
칠성반점,중국요리,36.6339642,127.4239791
팔팔문어전복탕 청주본점,"해물,생선",36.6371183,127.4225369
항아리보쌈 비하점,"족발,보쌈",36.6332992,127.4245429
반지하 본점,"육류,고기",36.6261624,127.4250735
산청꿀갈비,갈비,36.6345566,127.4235821
우림칼국수 복대비하점,칼국수,36.63889650000001,127.4240391
삼학도수산,회,36.6298135,127.4251405
커피합니다,카페,36.6263237,127.4250929
스타벅스 청주비하DT점,커피전문점,36.6384611,127.4222488
입이즐거운그만두 청주비하점,분식,36.6295928,127.4252017
맥도날드 청주비하DT점,패스트푸드,36.6386747,127.4221532
송어마을,회,36.6267253,127.4170728
조리미숯불곱창알찜 가경점,"곱창,막창",36.6286286,127.4251375
베이커리&까페더멜,디저트카페,36.627842,127.4157224
인문아카이브 양림&후마니타스,카페,36.6281496,127.4154724
대명도리탕,닭요리,36.6491418,127.4564596
청주원산냉면,냉면,36.6434501,127.4610067
뚝심,감자탕,36.6396843,127.4610906
장수삼계탕,삼계탕,36.6491478,127.4590835
수라상,한식뷔페,36.6538058,127.4591646
그레이맨션,카페,36.644444,127.462126
전통꽃게장,"게,대게",36.644408,127.4579398
당나귀풍천장어,장어,36.6491461,127.458379
육고집 봉명점,"육류,고기",36.649553,127.457901
원해물탕,"매운탕,해물탕",36.6471775,127.4616887
왕천파닭 봉명점,치킨,36.6491364,127.4544551
다정,한식,36.6489082,127.4558154
탐라도니,"육류,고기",36.6502438,127.458037
롯데리아 청주봉명점,패스트푸드,36.6495552,127.4608538
삼미원,"육류,고기",36.6491389,127.4553012
투썸플레이스 청주산업단지점,커피전문점,36.6449264,127.4359044
컴포즈커피 세중테크노밸리점,커피전문점,36.6424832,127.4370226
이디야커피 청주직지스타점,커피전문점,36.6405394,127.4400258
본도시락 청주복대점,도시락,36.6405394,127.4400258
멜티드,카페,36.6431397,127.4349381
그래비티,카페,36.6425381,127.435884
정스푸드,한식,36.6424832,127.4370226
새참마실,토스트,36.6406538,127.4404148
식탐,한식,36.6431725,127.4519081
GOLFZONPARK,한식,36.6425381,127.435884
마그레세라,카페,36.6431725,127.4519081
GFS삼립 청주공장식당,한식,36.6425012,127.4490016
놀러와플 청주점,"제과,베이커리",36.6406538,127.4404148
삼성웰스토리 심텍청주공장,한식,36.6410882,127.4465973
세중테크노밸리 구내식당,구내식당,36.6424832,127.4370226
생선구이전문점 정가네,"해물,생선",36.6463126,127.4773033
동해해물탕,"매운탕,해물탕",36.6467852,127.4776486
정가네칼국수,칼국수,36.6440205,127.4748547
청주고양이입양지원센터 애니멀공화국,,36.6449883,127.4765647
참치공방,참치회,36.6483097,127.4756191
청주본가 운천본점,갈비,36.6489691,127.4750642
공주칼국수,칼국수,36.65048540000001,127.4749286
느루밥집,한식,36.6474154,127.4750254
엘리펀트테라스,태국음식,36.6460712,127.4760743
들락날락,카페,36.6464144,127.4762866
돈우마을 청주점,"육류,고기",36.6520781,127.4749234
마음무늬 카페 운리단길점,디저트카페,36.6454842,127.4759372
노리,카페,36.6456832,127.4768807
컴포트,카페,36.64570070000001,127.4759883
뿅카는생막창 청주본점,"곱창,막창",36.6466909,127.4770685
편백촌,한식,36.5863201,127.4871593
청주본가누룽지삼계탕,삼계탕,36.591189,127.4884248
카페루나,카페,36.5863201,127.4871593
도그투게더,애견카페,36.5849807,127.4860298
티숨,테마카페,36.5932745,127.4882296
쭈꾸미애전설,"해물,생선",36.5869715,127.4901532
팽오리농장 청주서원점,오리,36.5869715,127.4901532
바바스커피 직영점,카페,36.5896263,127.4890269
장암흑염소사냥,"육류,고기",36.5878664,127.4912783
청와푸드,배달도시락,36.5889424,127.4915487
정있는집,한식,36.5875274,127.4898474
오가네해물손칼국수,칼국수,36.5935066,127.4872942
토속된장찌개,"찌개,전골",36.6239598,127.3274786
우별당 오송점,"육류,고기",36.6203857,127.3217398
오마카세 오사이초밥 청주오송점,"초밥,롤",36.6198313,127.3186221
연화낙지,"해물,생선",36.6254733,127.3250987
맛있는영자씨네 오송점,한식,36.6237584,127.3268125
카페피치,커피전문점,36.6266853,127.3216158
토속김치찌개,"찌개,전골",36.6244588,127.3276084
카페540,카페,36.6264988,127.3228242
명장갈비,갈비,36.6295258,127.3331616
고메스퀘어 오송점,뷔페,36.6335938,127.3313382
마산리,삼겹살,36.6211242,127.3180342
오송닭도리탕,닭요리,36.629467,127.3326121
진성해장국,해장국,36.6226781,127.3205807
오송숯불닭갈비고구려,닭요리,36.62594929999999,127.3256997
마왕족발 청주오송점,"족발,보쌈",36.6307173,127.3307481
상춘고택,한정식,36.6869003,127.4072911
벽촌,한식,36.6604896,127.3678523
통큰감자탕 옥산점,감자탕,36.663376,127.3752868
백송짜글짜글,한식,36.6643668,127.3783842
옥산민물매운탕,"매운탕,해물탕",36.6723074,127.3859846
표가네명품순두부 청주옥산점,두부전문점,36.6620322,127.3770294
조선닭농장,닭요리,36.6887187,127.363852
오미짜글이쭈꾸미구이,"해물,생선",36.6586804,127.3683277
만복식당,한식,36.6658816,127.3725316
루트507,카페,36.663376,127.3752868
보국가든,한식,36.6786349,127.3287614
북극성,중국요리,36.66060230000001,127.3682274
던킨 옥산휴게소하행점,도넛,36.6580299,127.3696722
대운분식,한식,36.6654872,127.374231
아구좋은날,아구,36.6658816,127.3725316
신토불이 교원대점,오리,36.6187457,127.3566014
예담한식뷔페,한식뷔페,36.6040057,127.3533232
사명선,"돈까스,우동",36.6074082,127.3533642
콘벨트 청주점,카페,36.62193680000001,127.3542307
참버드나무집,갈비,36.6164726,127.3556372
로버스그릴,"육류,고기",36.62193680000001,127.3542307
서원골,"육류,고기",36.6079288,127.3523122
탑연골,"육류,고기",36.6211744,127.3600757
강내루,중국요리,36.5741233,127.3540303
눈이 부시개,애견카페,36.6192029,127.3639925
명성보리밥쌈밥,한식,36.6237759,127.3555787
배스킨라빈스 청주강내점,아이스크림,36.6233564,127.3589424
평양순대,순대,36.6214627,127.3581182
산하춘,한정식,36.6111296,127.3525903
BHC치킨 청주강내점,치킨,36.623052,127.3688017
평동전통떡마을,"떡,한과",36.6586974,127.4147941
위드쿠잉,양식,36.6489116,127.4087366
유생촌 청주점,뷔페,36.6513229,127.4226018
투더문,카페,36.6502017,127.4212823
고박사냉면 서청주점,냉면,36.6561817,127.4336356
싱그레복집 지웰시티점,복어,36.6513229,127.4226018
이해윤추어명가 청주지웰시티점,추어,36.651498,127.4214634
엘림,카페,36.6566019,127.4101838
정카페&미정뷰티,테마카페,36.6543416,127.4134702
뵈르뵈르하우스,커피전문점,36.6500294,127.4217517
커피팜스,카페,36.6687347,127.4327504
담원,한식,36.6607111,127.4351216
캠핑펍글러브,"육류,고기",36.6725912,127.4405844
테크노식당,한식,36.6604135,127.4333988
청주금용,중국요리,36.6572501,127.4839961
일면식,카페,36.6537036,127.4933904
할머니추어탕,추어,36.6641078,127.4882267
리정,설렁탕,36.6545149,127.4866335
동방생고기정육점식당 본점,"육류,고기",36.6570611,127.4854199
돈까스나라 본점,"돈까스,우동",36.6610872,127.4790183
미호식당,한식,36.6614477,127.4797318
콩가루생삼겹살,"육류,고기",36.6525476,127.4878291
맛있는왕만두,분식,36.6617726,127.4917169
청천순대,순대,36.6575367,127.4904521
장수촌,닭요리,36.6589806,127.4770279
가화한정식,한정식,36.6569955,127.4832332
소담김밥,분식,36.6542598,127.4890872
생어거스틴 청주원더아리아점,동남아음식,36.6424198,127.4890108
초가집바지락손칼국수,칼국수,36.6562025,127.4756267
다담뜰한식뷔페 북청주점,한식뷔페,36.6639069,127.5110573
브루클린바이브 청주율량점,양식,36.6655761,127.4953652
스톤폴스,디저트카페,36.6603456,127.5140573
카마타케제면소 율량점,"돈까스,우동",36.6657862,127.49642
바램 본점,"육류,고기",36.6660051,127.4991282
마루벌돌구이 율량직영점,삼겹살,36.6645303,127.5003861
소보양본가,"찌개,전골",36.6705465,127.4854066
조선게장집,"게,대게",36.6673988,127.4880248
이화연가 청주본점,"육류,고기",36.6647286,127.4984187
한우암소본갈비,갈비,36.6648083,127.4976037
